ID,name,latitude,longitude,mean_checkin_time,review,category
2771,Lakeview Harbor Restaurant,30.021375399999997,-90.11473670000001,17.0,"Amazing food, I love that I can get tots, my guilty pleasure. They also have the best potato skins I've ever had! I knocked one star off because service can be a bit slow.",Restaurants
3353,Royal Noodle Bar,29.9486880624,-90.0655741317,5.5,"This is the worst noodle restaurant I've ever been to. Only 2 choices of soup and neither had any flavor.  No wonder joint was empty. Ordered spring rolls.  Had to be old, couldn't bite into it. Skin was like a piece of rubber.  We would have enjoyed a bowl of Top Ramen more.",Restaurants
276,French Toast,29.959891,-90.060253,16.0,Came to French toast on our trip to New Orleans for breakfast! It was the best breakfast I had on our whole trip. I got the salmon toast with an over hard egg. The fried chicken and waffles looked delicious but too heavy for us because we were flying out that morning. The bread is fluffy and fresh. I also got a latte which was amazing!! I'm pretty sure everything on the menu is delicious and you can't go wrong. Staff was friendly as well! This would definitely be a place I would go back to when I visit Again in the future,Restaurants
2360,Ignatius' Rue de La Course Coffeehouse,29.924089000000002,-90.08629499999999,18.0,Had the Redfish and it was excellent. The portion was huge and the fish was cook seasoned just right. Was a little disappointed in the Jalapeño Coleslaw as it didn't have much flavor. Overall excellent dining experience.,Restaurants
1838,Razzle Dazzle,29.958742600000004,-90.0640636,20.0,"Easily one of my favorite shops in New Orleans! I found a beautiful mug but wasn't sure about having the room to travel with it. The super friendly staff checked the cost to ship which was nearly the cost of the mug. I I opted instead to have the mug wrapped  and the lovely lady at the register provided me a double layered paper shopping bag so I could use it as a carry on for my souvenirs.   Not only do they have exceptional service and meet the usual souvenir  needs like tshirts, mugs and magnets but they have some great local art work that is reasonably priced and smaller in size ($20-up). I wish I would have snagged some of the pieces up like the absinthe fairy or the primary colored NOLA sign with roses-adorable!",Shopping
3108,Le Garage Antiques and Clothing,29.961189899999997,-90.0586388,20.0,"Always a super cool place to dig around if you're looking for military stuff, costumes, vintage accessories and clothing, tons of hats, weird odds and ends, jewelry, animatronic heads, the list goes on!",Shopping
820,Courtyard Grill,29.920517999999998,-90.10238199999999,18.0,"I feel like I never gave this place the thoughtful consideration of a lengthy review, considering it was one of the first places I yelp'd.  However, from memory, I remember this place having a great patio! It was huge! We came with a big group from The Ohio State University, and they could accommodate our 25+ attendance, and then some.  Instead of ordering a bajillion different orders, we had already pre-planned getting the sampler platter for meatheads, and falafel sandwiches for the veggies amongst us.  Let me just tell you, everything was fresh and scrumptious! I'm dying for a place like this in Columbus!  The platters were monstrous and had every fresh meat imaginable. I had a bite of a friend's falafel sandwich and oh man, did I wish I ordered that.  Cannot wait to go back.",Restaurants
253,House of Lounge,29.930240500000004,-90.0754903,19.0,"Eh... I just didn't find anything I loved. There were some cute designs here, but nothing fit right. It was disappointing because I loved their stuff in Eiffel Society's Dirty Coast and House of Lounge fashion show.   This may be on account of it being close to Valentine's Day - I will definitely have to return some other time.  Bonus stars because their service was fantastic! They were really helpful and attentive. Apart from not a lot of selection, everything was spot on.   *Will update after I return!*",Shopping
3308,Carrollton Station,29.9492919341,-90.1291572884,3.0,"This is a great little bar and music venue.  The prices were decent if my memory serves me correctly...which it's been failing as I age so...  I've only been here a handful of times, 3 times to see a band and once just to hang out.  My only gripe is no food or snacks on the regular.  My buddy and I went there once (my 2nd time) after I completed a photoshoot (i' m  a photographer) because we had the day to kill.  After a couple of cosmopolitans (just kidding) we were hungry! I was like, ""DAMN WE SHOULD EAT!""  the Bartender was like, ""sorry assholes, no food is served here, but I can have food delivered from one of these places""  of which he displays a handful of menus.    Being we were that close to Magazine, we decided to skip on over and grab some sushi from some place that kinda sucks..so i don't even remember the name.  But once our bellies were filled, we mosey'd on back to Carrollton Station.  The 2 stools at the bar were nearly still warm from our asses before the late lunch (or early dinner).  2 more drinks in, we were feeling really good and figured why not extend this great evening to some friends and partake in our unplanned festivities!  we were like ""HEY, WE ARE POPULAR! AND KNOW SOME HOT CHICKS...LET'S INVITE THEM!""  So both of us scrolled through our phones as the bartender kept the steady flow of liquid refreshments coming in.   After 15mins of texting and calling we had completed our invites.  On short notice, we managed  i think 2 chics and 1 dude.  Well, at least it wasn't 2 dudes and 1 chic.  None of us were available so it's not like were trying to hook up.  1 of the girls I had been wanting to shoot for some time now and we were able to schedule it!  Wait, this is supposed to be a review of the bar right?  Ok,  so it's also a music venue. It's a little small, but actually not bad at all.  If you get there early enough before the crowds, you can grab a table right in front the stage, but if you don't...no biggie, you can hear the music from anywhere in the bar and probably get a decent view of the band providing there are no 6'5"" assholes standing in the front.  This bar is also right across from another one called The Boot.  I've never been but I hear people talk about it occassionally.  MOSTLY younger people i think, so if you are into picking up the kind that look almost under age...go for it.  +choices of good food just down the street +close to other bars",Nightlife
2455,Doerr Furniture,29.9668185273,-90.05760879629999,19.0,"I have worked with T. Purcell at the Doerr store on Elysian Fields...it has been a pleasure to do so.  We are furnishing a condo in New Orleans which has meant many conversations via phone since we do not live there.  Theresa has been responsive, does what she says will do when she says she will do it....a RARE pleasure indeed.  I am appreciative of the help.",Shopping
1917,Planet Beach Spa,29.938085700000002,-90.07593490000001,18.5,"DO NOT!!!!!!!!!!   On June 28, 2012, national sunless day, I purchased 8 spray tans for the price of 4. It was buy 4, get 4 free. This cost me $115, which does not even include the $10 additional charge for each spray tan cartridge. Mind you I worked at a tanning salon for 4 years and NEVER paid for tanning, so this was a lot of money for me to spend!!!   After I confirmed that there was no expiration date and compared prices around town, I decided to go with the deal. Without this promotion I would have NEVER paid 115 for just 4 tans.  After using 4 spray tans over the course of the next couple of months, I entered the salon for my next spray and was informed that I NO LONGER HAD ANYMORE TANS!!!!  Apparently, when I bought my package of 8 spray tans, they actually only gave me 4!????!!!  The man working was not apologetic, nor did he attempt to accurately research or respond to my concern, that I had paid for 8 and that there should be 4 more left.    I was very calm and asked for the owner to call me, which she never did. It has now been two weeks and the situation has yet to be resolved. I returned to the salon today, only for the same guy to tell me, ""its not my fault the owner hasn't called you"" and act very rude to me!!!   I was shaking when I left there!!!!!   THIS IS FRAUD!!!! I paid for 8 tans!!! ....The employee acted like I was trying to get something for free!? Very offensive since I got a birthday coupon for a free cartridge back in November and DID NOT EVEN USE IT. The day after I received the free coupon I actually went and PAID for the cartridge!   At this point I honestly just want a refund, as I will no longer feel comfortable tanning there after how I was treated, and after trying to be cheated out of half of my package. :(",Shopping
670,D.B.A. New Orleans,29.963989689,-90.0578605309,4.0,I went there this past weekend and while I'm not use to cover charges the price was not bad. I was very impressed by a female door woman. There was a very large man that was drunk and disturbing the peace and she handled it very well and did not budge when the man got irate. Over all good experience.,Nightlife
283,LUVI Restaurant,29.9163156,-90.1121792,2.0,"Cute remodel - nice decor, some of the wait staff was friendly, others not so.  It was hot in there!  We sat at the sushi bar right by the AC thermostat.  It read 77 degrees at 7:30 pm on a July night!    I didn't like that our waiter tried handing us the check when we were still waiting for my husband's last dish.  He even still had his chopsticks in his hands!  Once the chef shook his head at him, he walked away.   My husband ordered the ""all raw feed me"" for $60, which was 5 dishes.  They were all crafted with a lot of thought, tons of flavor, and precision in the plating.  The last dish was New Zealand king salmon, which came in fresh that day.  All of the fish was super fresh.  The portions were VERY SMALL- more like a tasting.  He was still hungry afterwards.  I got the dumplings, which were very delicious and also the ""monkey"" salmon dish.  It was good as well, but the portions again were small.  All of the fish was sliced thin and small in size.     I'd say go once to experience LUVI, but if you like to eat sushi/sashimi like we do, find another place.  It's too pricy for what you get.",Restaurants
1692,Absinthe Museum of America,29.959327899999998,-90.0636427,19.0,"A whole little museum devoted to The Green Fairy!  It is lovely.  The displays are great, the whole place smells like grapefruit candles, and there are all kinds of absinthe toys to buy, including antique absinthe spoons.  My only mini-complaint is that there aren't enough explanatory signs or information to explain the history of the stuff.  The woman who was behind the counter, however, was bubbly and knowledgeable and happy to answer my questions, and she also flawlessly and smoothly dealt with the very annoying tourist man who said ""So it's legal again?  Isn't it sooooo dangerous? Won't it make me cut off my ear like van Gogh?"" by saying, very sweetly, ""You know, although it was vilified, absinthe is no more dangerous than ordinary liquor.  It seems more likely to me that years of exposure to lead paint combined with constant consumption of alcohol for weeks at a time were the issue."" Go, you! I wanted to hug her!",Shopping
3211,Tropical Isle,29.959153999999998,-90.06531590000002,6.0,"Shaarrrkk attackkkk!!! Get outta the water!!!!! This will only make sense if you order one, something really fun happens!! Omg I love this bar!!!!",Nightlife
2793,Big Easy Daiquiris,29.954914000000002,-90.068658,6.0,This place is awesome. If you want a trick for cheap daqs with a friend... order a large and ask to split in the small cups. Mixing the flavors will give you the best combo. Friendly staff and great drinks. I will always come back for the pizza and Jell-O shots.,Restaurants
337,Il Posto Italian Cafe,29.929403999999998,-90.104967,17.0,"My food only merited maybe two stars but I will give an extra star because I like the menu (and will try more of it) and their design and concept.  Sadly though, my tomato-basil soup tasted kind of like a weak marinara and my tuna melt type sandwich had a very sharp, off-putting flavor.  It was citrusy, for sure, and I love lemon in a tuna melt but perhaps this was lemon zest or something just way too overpowering?  I think next time I will focus on the dishes with cured Italian meats, mortadella and prosciutto.  And also the baked goods, those sounded pretty good, especially the Nutella bruschetta!",Restaurants
2256,St. Charles Noodle,29.951724600000006,-90.0704988,17.0,"i think that this is a great place and some of the better Vietnamese food in the city.  It is in the food court on the second floor, and there is always a line.  The staff is friendly and we always have a good meal.",Restaurants
1386,I. J. Reilly's Knick-knacks & Curiosities,29.964306,-90.0566737,20.0,"Eccentric & Eclectic Energy on Elysian!  SITREP  Like people, some stores have their own wild personality, and the eclectic character that comes rushing out the front door is because of the wonderful women who run this store.  As they greet you, you will notice they are a very friendly personable lot.  And they love to chat with you about the history of the building, their store, the fun neighborhood - and why you should visit it more often even though it is a bit off the path from the French Quarter - and the wonderful variety of items they have for sale.  THE SETUP  This store on Elysian Fields does indeed fall into a unique category of ""curiosity shop"":  it features the unique, and rare items that you will not find too many other places.  Items include:  *  odd bars of soap to ward off all sorts of evil *  exquisite and unique pieces of jewelry *  lots of art *  lots clothing items to peruse.  When I was there with a group of my friends, they featured some beautiful jewelry pieces, and my friend Elise picked such a novelty necklace that she adores.  MR. IGNATIUS REILLY  According to Ignatius Reilly, iconoclastic hero in the classic A Confederacy of Dunces, ""This city is famous for its gamblers, prostitutes, exhibitionists, anti-Christs, alcoholics, sodomites, drug addicts, fetishists, onanists, pornographers, frauds, jades, litterbugs, and lesbians, all of whom are only too well protected by graft.""   The spirit of this mantra indeed seems to have grown roots in this store and you can be assured that the spirit of openness that is desired by the above observation is preserved here.  WINE TASTING  One of the special events I attended here feature both local white and red wines, and it was a delicious accompanient to the corn dogs we enjoyed!  MMM.  CONFEDERACY OF CRUISERS  This is also the base for the ""Confederacy of Cruisers"" where some awesome local bike touring starts out.  You can enjoy a 3-hour biking tour and even purchase some cool tees to commemorate the occasion.  THE LOWDOWN  Take a moment to stop by this sweet little store.  You may find something that your mom, your sister, your daughter will truly appreciate for it's thoughtful delicate energy.",Shopping
588,Gold Mine Saloon,29.959334100000003,-90.0665566,6.0,"Hey I had a great time at the bar last night, but I left my ID and credit card. I leave New Orleans on Tuesday and I know you're not open until Wednesday. Is there anything you all can do to help my stuff back and get home?! I'll do anything!! I tried calling the number but no luck yet. Thank you in advance!",Nightlife
1149,Schiro's Cafe,29.9649917323,-90.0519296997,17.0,The food is great and it's run by lovely people. I came with a party of 25 and they were nice enough to arrange everything despite the space constraints. Nice homely place to go to in New Orleans.,Restaurants
3190,Jaeger Burger Co,30.0042545,-90.1042923,17.0,"The burger was great. It had an oniony flavor to it, kind of like a Lee's hamburger but with a much higher caliber of quality and size. The 7oz. was way big. You can get the usual hipster burger add-ons like a fried egg, mushrooms, or super thick bacon smoked with whatever free range wood of the week people are smoking bacon with. Overall the best burger I've had after trying all of the new trendy burger joints around town. Good job.  I have to agree with some of the other posters here. The place is very small. If you like to hear 18 year old waitresses talk about bubblegum and Miley Cyrus' latest ass tattoo, then this is your place. Although, they were super duper nice and friendly. The dishwasher kid was sitting at a customer table as was the manager. Everything was a little too cozy for my taste. I had a place twice that size and it was a 2 man operation. You don't need waitresses when you can hand the cashier your wallet from the front door.   Pricing was a little off on the high side. When everyone knows you buy your cans of Coke from Sam's for about .23¢ a can, charging $1.75 is a bit cheeky. Cheeky monkeys aside, I spent $33 plus tip for 2 burgers, an order of chili cheese fries and 2 cokes. I'll let you decide.   Again, the food was great but the atmosphere is a bit like a week at summer camp trapped in a pup tent with all of the cast of The Facts of Life. Tolerable, but you don't want to stay long enough for Natalie to start farting.  Hail Ming!   - Paul P",Restaurants
2834,Q Smokery & Cafe,29.9488459464,-90.0767685927,17.0,"Among the best BBQ experiences I've ever had.  Not only is the meat delicious, but the value for money is the best I can recall.  The $10 two meat, two side plate will give you enough food for two people, two meals, or one incredible pig out (my choice).  The only downside is that it appears to be open only for lunch and only on weekdays.",Restaurants
2468,Krewe of Muses,29.933711499999998,-90.08064209999999,2.0,"I fell back in love with Muses this year. I took my parents and their friends to the parade this year, their first ever, and all I heard were rave reviews! The ladies were in great form this year; complete with amazing floats, tons of great bands and groups, and joyful riders. Seeing my 60 yr-old companions looking like children at their first parade was the biggest delight for me this year. They did not lose the twinkle in their eye throughout the rest of the trip. When both women caught shoes you would have thought that they had each been given the Hope diamond, telling each other where they were going to display their treasures and holding on to it for dear life. The crowds have grown over the years, but stake out your spot early and come prepared to be amazed. Hint: To get shoes, it sometimes helps to have bait.",Shopping
2243,Cosmic Convergence Festival,29.9409815,-90.0648338,4.0,"A cold night. Perfect for dancing. I was outside for most of the evening but the music poured freely (and so did the beer from the crafty little Bar2D2!) Quintron and Miss Pussycat were a perfect edition to this festival. I've only seen them at the Spellcaster Lodge and it was a real treat to have a little elbow room! I've never been to an event like this in New Orleans. Although not an active trekkie, I feel like I was raised on USS Enterprise. No Bloody A, B, C or D. Seriously. My parents force fed me. It was lovely to meet the Krew of Chebaccus and I can't wait to see them again for Carnival!",Nightlife
273,Angelique Boutique,29.942311800000002,-90.1298111,19.0,"Cute selection of upscale shoes (and even in my baby feet size!) and handbags. The sales person was helpful without being pushy and actually seemed occupied by store tasks rather than her cellphone!    The costume jewelry and other accessories were fun too.  Also, this one of the locations where you can check out Dominque Giordano's creations in person since her shop across the street is shut down.",Shopping
2839,Voodoo Harley-Davidson,29.9577466,-90.0618662,19.0,Nice store.... The employees were friendly and knowledgeable... The old bikes and decor give the store a nice charm......,Shopping
2444,SWEGS Kitchen - Benson Towe,29.95091119,-90.0785159692,18.0,"I like Swegs a lot. If you're watching what you eat, their food is healthy as you will find in New Orleans and the portions make sense. I like their salmon and zucchini noodles the most. The salads make a nice accompaniment. They also sell fresh fruit and other good snacks. Calories are listed on almost everything, which is helpful. I stop in once a week.",Restaurants
2856,Forever New Orleans,29.9549859,-90.0672408,17.0,"Awesome store!!!!  So many wonderful products from scarves to kitchen serving items to premium t shirts, and cute jewelry.  Oh and the art and wooden items.  You have to stop by!!!  I'm marking in my yelp app so I can go back.",Shopping
198,Lucy's Retired Surfers Bar & Restaurant,29.946413899999996,-90.0675418,7.0,"great taco's, nacho's, atmosphere and margarita's.  wednesday is triple special day.",Restaurants
32,Curry Corner,29.9475543,-90.1297535,18.5,"Small plate lunch cafe /""ethnic"" grocery/ wine shop. They managed to cram a lot into this little place but we didn't mind.   The menu board lists all the items but the dishes themselves aren't labled, so unless you're very familiary with Indian cuisine you'll have to ask the fellow which dish is which. You'll fare well if you just pick what looks good.  At first the plate lunches seemed slightly overpriced but once we dug in  we were impressed with the flavor and portions. Try the seafood stew and be sure to add a naan to your meal. The chai was also delicious or you could buy a single beer to go with your meal. We missed out on the fresh desserts, though they looked excellent.   My friend was impressed with the small, but varied wine selection. If you decide that you immediately need Japanese chili oil or boxed Indian cookie mix this is also your place, though I'm sure you could find it much cheaper at a larger grocery.    We plan to return when in the neighborhood.",Restaurants
1474,Barcelona Tapas,29.945045837600002,-90.1340996944,1.0,"Had a very nice meal. The wine list is solid and very reasonably priced. Service is friendly and efficient. And the food is straight forward and tasty. The garlic, tomato bread is great. You rub the garlic and tomatoes onto the toast making a spread and then eat with meat or cheese. The cremini mushroom Diablo is spicy and full of flavor.  And the Serrano ham is the best you'll find without going to Spain and getting the world's best iberico. We had a full meal. But this is also a great place to stop in for a glass of wine and snacks.   Next time I might just stop in at happy hour for some garlic, tomato bread and a couple glasses of cava.",Restaurants
3293,The Company Burger,29.9483856426,-90.0754791382,18.0,"Decent burger place. A bit overpriced though. Very similar to ""upscale"" fast-food burger joints. Similar to smashburger or five guys.",Restaurants
1961,Sweet Things & Grill,29.9563213364,-90.068041943,15.0,"I was excited when this place opened and it seemed like a great place to hang out and get a doughnut and coffee..  Turns out it's more like Spirit Airlines.. a mine field of over priced items mixed in with a few reasonable ones.. So the filled doughnuts are considered ""fancy"" and will cost you two bucks, want a crappy cup of coffee? It's $3 or $3.50 ? !! really ? This isn't starbucks coffee it's old overpriced diner coffee that's been sitting forever because it's overpriced.. The food is hit and miss, inconsistent quality and the service would be fine if they knew what they were selling !!  Just brought home three that were supposed to be cream filled and were apple.. YUCK !!  nothing worse than walking an order all the way home to find they screwed it up, lots of better places to get doughnuts, I'm done !",Restaurants
3426,Bobby's Seafood,29.9472081,-90.2132375,18.0,First meal after landing.  Shrimp Po boys and catfish platter. Very fresh. A good start  for local taste.,Restaurants
2113,Queenies on St Claude,29.966955300000002,-90.0423889,21.0,"Amazing!!. They had a egg nog daiquiri around Christmas that was out of this world. We just happed to find this place on ""free shot Tuesday"". I can't wait to go back.",Restaurants
2341,Mr. Ed's Oyster Bar - St Charles Ave,29.9401527,-90.0751877,18.0,"One of our favorite eateries, food is always on point and you can't beat the prices. We are frequent NOLA visitors and Ed's is always a must.",Restaurants
68,Treasure Tattoo,29.968555,-90.05291690000001,20.0,"I cannot say enough good things about this shop. It all starts with Jamie and Stacey who are absolute superstars and fantastic artists. They will take the time to work with you on your design, making sure they give you what you want, they are technically sound and very talented artists and their prices are great. The shop is immaculately clean and has a very comfortable ambiance. It has been a pleasure to get tattooed here. I will continue coming here for all my tattoo needs.",Shopping
2798,The Bower,29.9377653,-90.0712579,21.0,"Went here the other night, a new and very stylish restaurant on what had once been an utterly nondescript stretch of Magazine St. Did the Coolinary menu (plus an extra app). The verdict? Excellent food, excellent service, excellent value. The only thing not excellent? My photos which don't do the dishes full justice. Can I give it 4 1/2 stars?!  I got there around 8pm. It was almost full. I was seated at a four-top, which was fine, tho I did offer to sit at the counter by the kitchen as I didn't want to take up extra space. My server Randy was very knowledgeable and guided me to choices that left me happily sated.  Started with the Verlasso Salmon (fermented Napa cabbage, cashews, cilantro, sweet peppers, sesame seeds, black garlic vinaigrette) SO delicious!! (Note: The presentation was MUCH nicer than my photo; I had already had a bite or two before taking the pic. It arrived in a kinda pyramid formation.) It's the type of dish you want to have another of as soon as you finish eating it. Sometimes in a dish like this you get lotsa the extras and only a little of the featured item. Not here; there was LOTS of salmon!  Decided to splurge and also get the Roasted Bone Marrow with pistachio pesto, oven roasted cherry tomatoes and watermelon radish slices, as you don't often see this on menus. Not only was it very very good but (a) unlike some places where you just get the marrow and some bread or, in this case, baguette slices, here the pistachio pesto, oven roasted cherry tomatoes, watermelon radish slices and, a goodly amount of, I believe, dill, fleshed it out wonderfully & imaginatively and (b) for a change, there was a pleasingly plentiful amount of baguette slices so I didn't have to ask for more. Bone marrow may not be to everyone's taste...which just means more for me!!  Crispy Pork Chop (grilled corn, mint, cucumber, avocado, buttermilk, watermelon molasses) Crispy it was; I actually thought it was too crispy, but hadn't realized that was what it was billed as--though I wouldn't've minded it being a little more tender/moister, I guess you can't complain about something for being what it's supposed to be. That said, the watermelon molasses (the brown swirl around the pork chop) was so yummy it should be sold in sex shops for people to spread all over their partner's body after which it can be licked off. Lol Seriously, I asked my server for more of it and covered that part of the chop that wasn't already covered with the buttermilk. I don't think I licked its ramekin...but I sure wanted to!   Salted Caramel Budino (orange and pistachio)  I wasn't familiar with the budino concept and, while I enjoy caramel, the pleasures of the ""Salted"" part always escape me; once I got to the pudding beneath the caramel topping, however, I didn't want it to end!  I also had a very nice, and nicely priced, glass of the Syrah/Cinsault/Grenache rose. Light, refreshing, not too dry and with a nice bouquet, it was just what I was in the mood for.  About the only glitch was when I asked the maître d' if he could turn up the light a little bit as it was awfully dark at my table; it didn't seem like it would be a big deal as the lights had momentarily bumped up just before. He came back a few minutes later saying that ""the manager was busy"" so apparently he couldn't do anything about it. I understand that staffing there is a little crazy due to COVID challenges but this hadn't seemed like a biggie. He did offer to move me to another table but by then I had settled in so declined. Not a biggie but it would've been nice to better see my food.  I understand that due to COVID craziness, most of The Bower's menu (the cheese and charcuterie boards) is currently from its adjacent bistro, Claret. When things return to normal, I was told that The Bower's options would expand offering more entrees along the lines of what I had. Can't wait!",Restaurants
2367,One Restaurant & Lounge,29.9443435,-90.1342056,3.0,"One of my 4 or 5 fav restaurants in NOLA. Great service, fresh food, and not the same old tired New Orleans preparation. We always go here at least once when we visit.",Restaurants
498,Jackson,29.931263,-90.07393990000001,16.5,"What was done well:  The atmosphere in the dining room was intimate and relaxed.  The staff was very friendly and attentive.    The truffle fries were delicious, and my date's chicken sandwich was also very good.  The coleslaw was a bit mayonnaisey, but the green onion was a very nice touch and complemented the sandwich's flavor well.  My chipotle burger was decent, but I thought it was a notch below some of the other gourmet burgers around town (see, e.g., the Luke Burger).    The Martinis were good, but a little on the pungent side.  After I asked the bartender to make them with a little less vermouth.   What was Bad:  The Cajun Scallop Salad.  There were two important things which were wrong with this dish.   First were the scallops.  I know they were billed as ""blackened and seared,"" but they were more than undercooked.  They were mushy and lukewarm in the middle -- in short, totally raw.    Second was the level of spice for the salad.  I'm no prude when it comes to spice -- I probably put more tabasco on my red beans than most of you.  But this salad was so hot that any of the other flavors of the salad were completely overpowered.  The jicama?  It might as well have not been included.  The honey chipotle pecans?  They might as well have been cardboard.  In light of the $17 price for this dish, you expect more.",Restaurants
3538,Skinny and Marie's Tavern,29.998114299999997,-90.05369559999998,3.0,"this is a grown up place.   a place thats been here a long time, and friendly.  everyone is smiling, talking and having a good time.   love it.  thanks marie.",Nightlife
2838,Mr. Potato,29.9625015107,-90.092628,18.0,"We were having a lazy night in and decided to get food delivered through an app. I had never heard of this place before so we decided to give it a try and I'm happy we did. I was indecisive and got an order of the kicking bourbon wings and the chicken bacon ranch potato. The wings were my favorite! They had a tiny bit of kick to the balance out the sweetness and were cooked perfectly. The potato was huge and I definitely had half leftover. It could have used some extra toppings because it's a lot of potato to eat with it, but overall I was happy with my choice.   My SO got the Buffalo chicken potato and a side of macaroni and cheese. I had a bite of his potato and thought it had great flavor. I unfortunately didn't try his macaroni and cheese but he said it was delicious.   Not sure if this was the fault of the delivery app or the restaurant, but our delivery driver had to wait for them to finish preparing our food over an hour after we had ordered it. We will be going back, but I'm not sure if we'll get it delivered again.",Restaurants
2045,McAlister's Deli,29.915881416100003,-90.11566448120001,18.0,"If I could give this restaurant a negative for stars I would. Customer service is horrible. My coworker found the longest hair in her salad and the associates there did not care. We have had problems with them in the past getting our orders incorrect and we decided to try them out again, giving them another chance and they were very disappointing. While they do have pretty good food we won't ever come back because of the lack of customers from everyone there.",Restaurants
1650,The Penthouse Club - New Orleans,29.95461,-90.0687741,6.0,Terrible bald headed door man. Friends where in there and my hand stamp had worn off. He was a complete jerk. Had no style what so ever to let me in. It's New Orleans! Really give me a  break. I would go somewhere else.,Nightlife
362,Contemporary Arts Center,29.9437297239,-90.07062974360001,17.0,"I've only been to the CAC for parties, bands, and events.  Honestly I've never found most of the art here very interesting but I'm not really into modern/contemporary art as I much prefer the more classical approach.  This place is a great party and event venue and I've had lots of good times here.  Admission:  $5 General Admission $3 for Students & Seniors FREE to CAC Members",Shopping
2500,GrandPre's,29.9617774,-90.0669485,19.0,"A great place to hang out with friends or by yourself. You can actually meet and talk to people without yelling at each other over loud music and videos which are dated anyway. Didn't get the everyone turn and stare effect when we walked into the place. Didn't see everyone cruising Grinder on their phones from boredom. Out for quiet time go back to the patio. Bartenders were interactive, courteous, and drinks were actually what we ordered. Drinks are inexpensive and their  Happy Hour really exists! Not just an attempt to get u in and over charge like other gay bars on Bourbon. We were totally surprised and glad we stopped. Easy parking on Rampart.",Nightlife
1479,Diamond Street Bar & Grill,29.942194399999995,-90.0659545,18.0,Great food at a reasonable price! I had the red beans and rice. My boyfriend had the swamp fries. Friendly staff. clean atmosphere.,Restaurants
1129,Edison’s Espresso & Tea Bar,29.9535725725,-90.0749712216,16.0,I had the Edison here and I dont normally like anything too sweet so i was blown away when i tasted it. It was just sweet enough but not cloying. I also had fried egg toast for breakfast and enjoyed every bite. I just happened to meet the owner Dee and she made everything even better. We talked about what was going in the city and what we should that day! Loved it,Restaurants
2215,Hunk Oasis,29.955075300000004,-90.06851379999999,5.0,"Saturday night at Hulk Oasis gives me life. My girls and I were there for a bachelorette party and had so much fun. Amanda made the whole experience amazing, making sure we had everything we needed and never having to wait. Pac-Man gave the bachelorette the hot seat of her life and all the guys were great. Our favorite was Temptation, he was sweet, sexy and damn hot. We had so much fun and it was the highlight of the trip.",Nightlife
139,One Stone Restaurant,29.9525998,-90.0512591,16.0,"Gluten free friends! The owners daughter has Celiac's so they are very accommodating and knowledgeable. I had no issues eating here. They also have girls gone vegan baked goods- made in a dedicated gf facility. They had girls gone vegan outside yesterday with a pop up gf beignet's, both savory and sweet. such a treat. today I'm having a biscuit breakfast sandwich!",Restaurants
1946,Sofia,29.945260700000002,-90.0697497,3.0,Awesome atmosphere. Very polite team and staff. Excellent food. A+ on the Bucatini and pizza.,Restaurants
1807,Los Catrachos,29.9638489794,-90.09466420860001,16.0,I can't believe it took me so long to try this place. It's truly a hidden gem. Service may not be the quickest but the food is so good that it doesn't even matter. I'd recommend ordering a Baleada (or 2 if you're hungry) and a Queso Fundido. Wash it down with a Malta and you're bound to have a great meal that only sets you back 12 bucks. Highly recommend this place!,Restaurants
2854,Crazy Plant Bae,29.9646838,-90.0723043,18.0,Plant Bae really seems to know her stuff about plants and how to upkeep them. Just had a terrarium class and it was super relaxing and enjoyable. The shop has a lot of money plants amongst the variety and some pottery. Looking forward to supporting them at their new location.,Shopping
2277,Verizon,29.9774065935,-90.0979655,19.0,"I had an awful experience at this Verizon store just yesterday.  Around two weeks ago my cell phone broke and the Verizon back home (New York) quickly got me a new one through my insurance (Asurion).  The replacement phone was sent to me down in New Orleans, but unfortunately it was not working properly.  I took it to this Verizon store and they figured out it was the sim card reader, which could not be repaired.  I had to put in a second claim with Asurion to get a second replacement phone, which came in the mail two days ago.    After I received my second replacement I was unable to get service on my phone (i.e. making and receiving calls).  I brought the phone to Verizon.  They said the reason I could not make/receive calls was because my phone line was suspended due to a ""a report that the phone has been lost or stolen"".  Immediately the Verizon staff member (Sergei) said I ""must have"" suspended my service with Verizon.  I said that I had never done that, and he reacted as if I were lying.  Next he attempted to unsuspend the service and didn't make it 10 minutes before saying that Asurion was the one that claimed I had a lost/stolen phone and that Verizon couldn't do anything about it.  I called Asurion and they told me that they did not, and do not, put in lost/stolen claims, only broken phone claims.  Not only did they not do what Verizon was accusing them of doing, but they couldn't rectify VERIZON's issue even if they wanted to.  Literally during the phone conversation with Asurion, Sergei takes the phone from me and says (regarding me) ""this guy doesn't know what he's talking about"".  At that point I had enough--this man was accusing me of suspending my own service, then saying Asurion is the reason my line was suspended and they couldn't unsuspend it for me, then that I am clueless.    At this point I asked for the supervision.  He disappeared for 15 minutes and I left the store.  Later I spoke to Verizon on the phone and it turns out that Verizon's Device Management Department mislabeled the phone as lost/stolen.  After 1.5 hours on the phone with a polite, respectful and competent Verizon member, the situation was resolved and my phone worked again.  TLDR: While I can't speak to the stock or sales aspect of this store, the customer support, in my brief experience, is awful and frankly disrespectful.  You are better off calling Verizon than walking into this store for support.  If you happen to find yourself under the same circumstances I was in, avoid Sergei at all costs.",Shopping
